n,density,rho,m,density_actual,rho_actual,rho_conn,rho_conn_actual,m_max,m_actual,repeat_idx,method,method_label,warm_start_mode,completion_method,init_edges,residual_budget,lambda2,runtime_init_s,runtime_complete_s,runtime_lambda2_s,runtime_total_s
8,0.7142857142857143,0.7142857142857143,20,0.7142857142857143,0.7142857142857143,0.6190476190476191,0.6190476190476191,28,20,3,path_mac,MAC,path,mac,7,13,2.90213320977716,4.373956471681595e-06,0.0030347680440172553,2.5525980163365602e-05,0.0030646679806523025
8,0.75,0.75,21,0.75,0.75,0.6666666666666666,0.6666666666666666,28,21,3,path_mac,MAC,path,mac,7,14,3.6570769172228266,4.326982889324427e-06,0.003033782006241381,2.657598815858364e-05,0.0030646849772892892
8,0.7857142857142857,0.7857142857142857,22,0.7857142857142857,0.7857142857142857,0.7142857142857143,0.7142857142857143,28,22,3,path_mac,MAC,path,mac,7,15,4.381966011250102,8.389994036406279e-06,0.003027081023901701,2.6581983547657728e-05,0.003062053001485765
8,0.8214285714285714,0.8214285714285714,23,0.8214285714285714,0.8214285714285714,0.7619047619047619,0.7619047619047619,28,23,3,path_mac,MAC,path,mac,7,16,4.585786437626906,4.358007572591305e-06,0.003021974000148475,2.567400224506855e-05,0.003052006009966135
8,0.8571428571428571,0.8571428571428571,24,0.8571428571428571,0.8571428571428571,0.8095238095238095,0.8095238095238095,28,24,3,path_mac,MAC,path,mac,7,17,4.999999999999999,4.232046194374561e-06,0.002998386975377798,2.641999162733555e-05,0.003029039013199508
8,0.8928571428571429,0.8928571428571429,25,0.8928571428571429,0.8928571428571429,0.8571428571428571,0.8571428571428571,28,25,3,path_mac,MAC,path,mac,7,18,4.585786437626904,4.381989128887653e-06,0.0030002810526639223,2.539902925491333e-05,0.0030300620710477233
8,0.9285714285714286,0.9285714285714286,26,0.9285714285714286,0.9285714285714286,0.9047619047619048,0.9047619047619048,28,26,3,path_mac,MAC,path,mac,7,19,6.0,4.35003312304616e-06,0.003008203988429159,2.5679997634142637e-05,0.0030382340191863477
8,0.9642857142857143,0.9642857142857143,27,0.9642857142857143,0.9642857142857143,0.9523809523809523,0.9523809523809523,28,27,3,path_mac,MAC,path,mac,7,20,6.0,4.341010935604572e-06,0.0030040109995752573,2.4497974663972855e-05,0.0030328499851748347
8,0.2857142857142857,0.2857142857142857,8,0.2857142857142857,0.2857142857142857,0.047619047619047616,0.047619047619047616,28,8,4,path_mac,MAC,path,mac,7,1,0.3376036697878202,4.34298999607563e-06,0.003008511965163052,2.6690016966313124e-05,0.003039544972125441
8,0.32142857142857145,0.32142857142857145,9,0.32142857142857145,0.32142857142857145,0.09523809523809523,0.09523809523809523,28,9,4,path_mac,MAC,path,mac,7,2,0.5857864376269046,4.393979907035828e-06,0.002998753043357283,2.6041001547127962e-05,0.0030291880248114467
